from,to,reason,strength,confidence,divergence,status
igor-stravinsky-1882,toru-takemitsu-1930,"Stravinsky's rhythmic innovation and orchestration techniques had an impact on Takemitsu's early works and his approach to form.",0.60,0.80,0.60,pending
dmitri-shostakovich-1906,sofia-gubaidulina-1931,"Shostakovich's use of intense emotional expression and complex structures influenced Gubaidulina's approach to composition.",0.80,0.90,0.50,pending
igor-stravinsky-1882,sofia-gubaidulina-1931,"Stravinsky's innovative rhythmic and harmonic language impacted Gubaidulina's exploration of new musical forms.",0.70,0.80,0.60,pending
arnold-schoenberg-1874,sofia-gubaidulina-1931,"Schoenberg's development of twelve-tone technique and atonality influenced Gubaidulina's modernist tendencies.",0.60,0.70,0.70,pending
olivier-messiaen-1908,sofia-gubaidulina-1931,"Messiaen's spiritual themes and use of color and rhythm deeply inspired Gubaidulina's own spiritual and mystical compositions.",0.90,0.95,0.40,pending
reinhold-gliere-1875,sofia-gubaidulina-1931,"Glière's Russian nationalist style and orchestration techniques influenced Gubaidulina's early musical education and style.",0.50,0.60,0.60,pending
arnold-schoenberg-1874,krzysztof-penderecki-1933,"Penderecki was influenced by Schoenberg's twelve-tone technique and expressionist style, which shaped his early avant-garde compositions.",0.80,0.90,0.60,pending
krzysztof-penderecki-1933,krzysztof-penderecki-1933,"Penderecki's early works show influence from the Second Viennese School, especially Schoenberg and Webern, in their use of serialism and tone clusters.",0.70,0.85,0.70,pending
igor-stravinsky-1882,krzysztof-penderecki-1933,"Stravinsky's rhythmic innovation and modernist approach influenced Penderecki's compositional techniques and orchestration.",0.60,0.80,0.50,pending
gyorgy-ligeti-1923,krzysztof-penderecki-1933,"Ligeti's use of micropolyphony and texture had a notable impact on Penderecki's sound mass techniques.",0.70,0.85,0.50,pending
olivier-messiaen-1908,krzysztof-penderecki-1933,"Messiaen's innovative harmonic language and rhythmic complexity influenced Penderecki's exploration of new sonorities.",0.60,0.80,0.60,pending
edgard-varese-1883,krzysztof-penderecki-1933,"Varese's emphasis on timbre and sound masses inspired Penderecki's avant-garde orchestral textures.",0.70,0.80,0.50,pending
karol-szymanowski-1882,henryk-gorecki-1933,"Górecki was influenced by Szymanowski's incorporation of Polish folk elements and modal harmonies, which shaped his early compositional style.",0.70,0.90,0.50,pending
igor-stravinsky-1882,henryk-gorecki-1933,"Stravinsky's rhythmic innovation and neoclassical tendencies influenced Górecki's early works before he developed his own minimalist and sacred style.",0.50,0.80,0.60,pending
witold-lutoslawski-1913,henryk-gorecki-1933,"Lutosławski, a fellow Polish composer, influenced Górecki through his modernist techniques and orchestration, especially in Górecki's middle period.",0.60,0.85,0.40,pending
arnold-schoenberg-1874,henryk-gorecki-1933,"Górecki studied serialism and twelve-tone techniques inspired by Schoenberg, though he later moved away from strict serialism.",0.40,0.80,0.70,pending
olivier-messiaen-1908,henryk-gorecki-1933,"Messiaen's use of modes, rhythm, and spirituality had an impact on Górecki's sacred and modal compositions.",0.50,0.75,0.50,pending
dmitri-shostakovich-1906,alfred-schnittke-1934,"Schnittke was heavily influenced by Shostakovich's symphonic and chamber music, adopting his use of irony and complex emotional expression.",0.90,1.00,0.30,pending
igor-stravinsky-1882,alfred-schnittke-1934,"Stravinsky's eclectic style and rhythmic innovation influenced Schnittke's polystylistic approach.",0.80,0.90,0.50,pending
arnold-schoenberg-1874,alfred-schnittke-1934,"Schnittke incorporated twelve-tone techniques and serialism inspired by Schoenberg's pioneering work.",0.70,0.85,0.60,pending
darius-milhaud-1892,alfred-schnittke-1934,"Milhaud's polytonality and openness to diverse styles influenced Schnittke's polystylistic compositions.",0.60,0.70,0.50,pending
sergei-prokofiev-1891,alfred-schnittke-1934,"Prokofiev's dramatic and melodic style impacted Schnittke's orchestration and thematic development.",0.60,0.80,0.40,pending
igor-stravinsky-1882,harrison-birtwistle-1934,"Birtwistle was influenced by Stravinsky's rhythmic complexity and modernist approach, which shaped his own compositional style.",0.90,0.95,0.50,pending
olivier-messiaen-1908,harrison-birtwistle-1934,"Messiaen's use of modes, rhythm, and color had a notable impact on Birtwistle's musical language and structural thinking.",0.80,0.90,0.60,pending
edgard-varese-1883,harrison-birtwistle-1934,"Varese's exploration of sound masses and timbre influenced Birtwistle's interest in texture and sonic architecture.",0.70,0.85,0.70,pending
arnold-schoenberg-1874,harrison-birtwistle-1934,"Schoenberg's serialism and atonal techniques informed Birtwistle's modernist compositional techniques, though Birtwistle developed a distinct style.",0.60,0.80,0.70,pending
gyorgy-ligeti-1923,harrison-birtwistle-1934,"Ligeti's micropolyphony and textural innovation influenced Birtwistle's approach to complex layering and sound mass.",0.60,0.75,0.60,pending
johann-sebastian-bach-1685,arvo-part-1935,"Pärt was deeply influenced by Bach's contrapuntal techniques and sacred music, which shaped his early compositional style and spiritual approach.",0.80,1.00,0.40,pending
olivier-messiaen-1908,arvo-part-1935,"Messiaen's use of modes, spirituality, and rhythmic innovation influenced Pärt's development of his tintinnabuli style.",0.70,0.90,0.50,pending
arnold-schoenberg-1874,arvo-part-1935,"Pärt studied serialism and twelve-tone techniques early in his career, reflecting Schoenberg's influence before developing his own style.",0.60,0.80,0.70,pending
giovanni-pierluigi-da-palestrina-1525,arvo-part-1935,"Pärt's tintinnabuli style draws on the clarity and purity of Renaissance polyphony exemplified by Palestrina.",0.70,0.85,0.50,pending
heinrich-schutz-1585,arvo-part-1935,"Schütz's sacred vocal music and expressive use of text influenced Pärt's spiritual and minimalist approach.",0.50,0.70,0.60,pending
john-cage-1912,steve-reich-1936,"John Cage's experimental approach to rhythm and sound greatly influenced Reich's exploration of minimalism and repetitive structures.",0.90,1.00,0.50,pending
igor-stravinsky-1882,steve-reich-1936,"Stravinsky's rhythmic innovations and use of ostinato patterns influenced Reich's rhythmic complexity and layering.",0.70,0.90,0.60,pending
arthur-honegger-1892,steve-reich-1936,"Honegger's rhythmic vitality and modernist tendencies contributed to the development of Reich's rhythmic and harmonic language.",0.50,0.70,0.70,pending
edgard-varese-1883,steve-reich-1936,"Varèse's emphasis on timbre and rhythm influenced Reich's focus on texture and repetitive rhythmic patterns.",0.60,0.80,0.60,pending
philip-glass-1937,steve-reich-1936,"Philip Glass and Steve Reich were contemporaries who influenced each other in the development of minimalism, sharing ideas on repetitive structures and phasing.",0.70,0.90,0.40,pending
arnold-schoenberg-1874,philip-glass-1937,"Glass studied Schoenberg's twelve-tone techniques and was influenced by his approach to modernism and structure.",0.60,0.90,0.70,pending
igor-stravinsky-1882,philip-glass-1937,"Stravinsky's rhythmic innovation and neoclassical style influenced Glass's early compositional thinking.",0.70,0.90,0.60,pending
darius-milhaud-1892,philip-glass-1937,"Glass studied with Milhaud at the Juilliard School, absorbing his polytonal and rhythmic ideas.",0.80,0.95,0.50,pending
arnold-bax-1883,philip-glass-1937,"Though less direct, Bax's lush textures and modal harmonies were part of the broader modernist environment influencing Glass.",0.30,0.60,0.80,pending
john-cage-1912,philip-glass-1937,"Cage's experimentalism and use of repetitive structures influenced Glass's minimalist style.",0.90,0.95,0.40,pending
steve-reich-1936,philip-glass-1937,"Reich and Glass were contemporaries who influenced each other, especially in the development of minimalism.",0.85,0.90,0.30,pending
edgard-varese-1883,philip-glass-1937,"Varese's emphasis on timbre and rhythm impacted Glass's approach to sound and structure.",0.70,0.85,0.60,pending
olivier-messiaen-1908,philip-glass-1937,"Messiaen's use of modes and rhythmic complexity influenced Glass's harmonic and rhythmic language.",0.60,0.80,0.50,pending
aaron-copland-1900,john-corigliano-1938,"Copland's American modernist style and use of folk elements influenced Corigliano's approach to blending traditional and contemporary idioms.",0.70,0.90,0.40,pending
igor-stravinsky-1882,john-corigliano-1938,"Stravinsky's rhythmic innovation and neoclassical tendencies impacted Corigliano's compositional techniques and orchestration.",0.60,0.85,0.50,pending
leonard-bernstein-1918,john-corigliano-1938,"Bernstein's eclectic style and success in both classical and popular music realms served as a model for Corigliano's versatile career.",0.65,0.80,0.40,pending
dmitri-shostakovich-1906,john-corigliano-1938,"Shostakovich's dramatic intensity and emotional depth influenced Corigliano's expressive and often theatrical musical language.",0.50,0.75,0.50,pending
steve-reich-1936,john-adams-1947,"Steve Reich's pioneering work in minimalism significantly influenced Adams's early compositional style, especially in rhythmic patterns and repetitive structures.",0.90,0.95,0.30,pending
philip-glass-1937,john-adams-1947,"Philip Glass's minimalist techniques and use of repetitive motifs helped shape Adams's approach to minimalism and post-minimalism.",0.80,0.90,0.40,pending
john-cage-1912,john-adams-1947,"John Cage's experimentalism and exploration of new sound worlds influenced Adams's openness to diverse musical forms and textures.",0.60,0.80,0.60,pending
aaron-copland-1900,john-adams-1947,"Aaron Copland's American sound and orchestration style influenced Adams's development of a distinctly American voice in contemporary classical music.",0.70,0.85,0.50,pending
igor-stravinsky-1882,john-adams-1947,"Stravinsky's rhythmic innovation and orchestral color had a lasting impact on Adams's compositional techniques and style.",0.60,0.80,0.50,pending
olivier-messiaen-1908,john-adams-1947,"Messiaen's use of rhythm, color, and modes influenced Adams's harmonic language and orchestration.",0.50,0.75,0.60,pending
arnold-schoenberg-1874,wolfgang-rihm-1952,"Rihm was influenced by Schoenberg's expressionist and twelve-tone techniques, which shaped his early compositional style.",0.80,0.90,0.50,pending
anton-webern-1883,wolfgang-rihm-1952,"Webern's concise and pointillistic style influenced Rihm's approach to texture and structure in his compositions.",0.70,0.85,0.60,pending
paul-hindemith-1895,wolfgang-rihm-1952,"Hindemith's craftsmanship and contrapuntal techniques informed Rihm's compositional methods.",0.60,0.80,0.50,pending
dmitri-shostakovich-1906,wolfgang-rihm-1952,"Shostakovich's emotional intensity and dramatic expression influenced Rihm's musical language.",0.60,0.75,0.60,pending
olivier-messiaen-1908,wolfgang-rihm-1952,"Messiaen's use of color, rhythm, and spirituality had a notable impact on Rihm's compositional voice.",0.70,0.80,0.50,pending
gyorgy-ligeti-1923,wolfgang-rihm-1952,"Ligeti's innovative textures and micropolyphony influenced Rihm's exploration of sound and form.",0.70,0.85,0.60,pending
pierre-boulez-1925,wolfgang-rihm-1952,"Boulez's avant-garde techniques and serialism were important references for Rihm's early development.",0.60,0.80,0.70,pending
aaron-copland-1900,michael-daugherty-1954,"Michael Daugherty has cited Aaron Copland as a major influence, particularly in his use of American themes and accessible modernism.",0.80,0.90,0.40,pending
john-cage-1912,michael-daugherty-1954,"Daugherty's experimental and eclectic style shows influence from John Cage's avant-garde and innovative approaches to composition.",0.60,0.80,0.60,pending
philip-glass-1937,michael-daugherty-1954,"The minimalist movement, especially Philip Glass, influenced Daugherty's rhythmic and repetitive structures in some of his works.",0.50,0.70,0.50,pending
igor-stravinsky-1882,michael-daugherty-1954,"Stravinsky's rhythmic vitality and orchestral color have been noted as influences on Daugherty's compositional style.",0.70,0.85,0.50,pending
igor-stravinsky-1882,thomas-ades-1971,"Adès has cited Stravinsky's rhythmic innovation and orchestration as significant influences on his compositional style.",0.80,0.90,0.50,pending
